order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
f980b4aacdad5bd8d7ff107f2dfa4a25,1,49454c6dad93119e2815c43df82b2f57,7d76b645482be4a332374e8223836592,2018-03-16 16:13:05,14.9,18.23
296921db5b87a79a3cdfa1f0c2694e4f,1,8317b177579dd27ff068b83205e2169b,4869f7a5dfa277a7dca6462dcf3b52b2,2018-01-31 03:57:27,188.0,17.76
e6219e023ffb572358be0c275a2cdba0,1,dd60cac04e6bcbc919cb1c7dcc473211,febab0275244b9a49a623f0bd613ca2f,2017-07-03 04:03:21,29.9,16.11
aa9e7e290697c3c9494307fe13cad72b,1,f1c7f353075ce59d8a6f3cf58f419c9c,37be5a7c751166fbc5f8ccba4119e043,2017-07-14 09:05:12,205.0,28.81
6c7ddb7af21aaa2a8ff9601aad32c94b,1,3931aaf38ba4cc928100541ff51b82ff,9f505651f4a6abe901a56cdc21508025,2018-06-22 02:55:42,129.0,19.0
10b2031a821c35b0cf0c9ff505eaa456,1,4db7441d0d2cf3d22cb4d95f87d8bf63,c003204e1ab016dfa150abc119207b24,2018-02-08 19:29:58,179.9,33.65
7e6d0e5b8f1f04ddb5b183f33aec691e,1,486cebbfac430b06cf0aa980b89a3543,1b1ae47a313a825a7ccceb8e2e30fa9d,2017-10-10 21:49:27,199.9,17.65
62ef149989532929ee727f458049bb98,1,f8f93700c26007f74716eca57d217cfd,d57e18d5f73c7ccb7f7339b61166898d,2017-10-20 10:49:17,55.9,9.34
57287b46dc0f2bbc56c73b239cbc425c,1,b42e79652dbc591a49bdd2f577b57dab,de23c3b98a88888289c6f5cc1209054a,2018-03-23 16:50:43,139.99,16.95
876152d8704a9cb49112a5def3cce455,1,5b917c70d9b106d8056bdde61c9850e7,b561927807645834b59ef0d16ba55a24,2018-09-03 22:25:16,29.9,7.47
1fd97d7745cc7716a0ee9c65235098e0,1,fa335dcd3999105b8bfb1ce9300de4d1,85d9eb9ddc5d00ca9336a2219c97bb13,2018-06-07 20:18:50,27.9,19.04
0f38051157b7ad1d4e0b6c5d20de6ae7,4,fedbf77eb491dfc9ac276b9ea9ee10c6,688756f717c462a206ad854c5027a64a,2018-08-07 02:35:12,20.0,18.83
90ae229a4addcfead792e2564554f09c,1,b0961721fd839e9982420e807758a2a6,1f50f920176fa81dab994f9023523100,2017-09-12 04:30:20,59.9,37.97
930c438920322d999f81073398288381,1,5c0826f946c32406d5baa79544668b4c,f9244d45189d3a3605499abddeade7d5,2017-09-18 11:25:20,99.99,16.95
1116c22b8ac5fd55755a1357d17cb070,1,6e7df7f4622d4360261995dbd5e787d0,7901646fdd36a55f564ffaf2dbccaaf7,2018-03-15 13:29:01,119.0,23.9
d7e5a257b9a5df92d5c995c5aa052715,1,52e9413ed0d3e64b796aac2bc2291d50,7f2617c58d5d06806987308b45654351,2017-12-06 09:11:25,149.9,9.24
0ff7b37419d20c634e7bea8716821899,1,c8007a57fbe4d741758491f140fbbc74,d4e4b5192cba4e0e66eb12a9d347239d,2017-03-24 10:46:56,59.9,14.18
ea3d171a91e27a6f523ad45abb5dcf20,1,bee2e070c39f3dd2f6883a17a5f0da45,4e922959ae960d389249c378d1c939f5,2018-04-20 19:31:22,180.0,9.56
3b242b46f74b79a1db39d117260d115a,1,d31ef0d2022ce16ea2ccc36bb4ad6cb9,1e8b33f18b4f7598d87f5cbee2282cc2,2018-05-07 11:17:25,159.9,13.02
93b5be70ab423cbcff4ce9e100a8b595,1,17878434ca0082537806de545c2f0351,0b90b6df587eb83608a64ea8b390cf07,2018-06-21 16:00:06,140.9,18.87
087b902fe8df6660b295f28f1d8f7c30,1,cf5407ad3a5c603fa46d5c2613661a09,dd7ddc04e1b6c2c614352b383efe2d36,2018-03-16 19:28:36,29.9,11.15
9183e2fd9515c57925a0251ccfc21c63,1,ccbfd10b578c52f55cb6f510a89f1030,41b39e28db005d9731d9d485a83b4c38,2017-05-02 08:05:34,49.5,7.31
2263541189c89c889a7532e7f5766b77,1,e7bbc0d43d1f5cb09bab95b664236633,897060da8b9a21f655304d50fd935913,2017-11-30 02:06:48,49.0,16.11
98dbf8445c584d2354afd1a0ad55c033,1,4dab5b862124c607243bbaebd2684bcd,b16d3dadc47d4eb18be3d88bad0775ce,2018-07-11 11:31:49,34.9,18.34
a1f7a3803f5afa1b25182cbc0b2c38be,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-08-22 03:10:21,59.9,13.44
49fb77247e87be7891af41f66d899673,1,6859a88437bf429e4e50768ca79a2e9c,aced59e9b31ef866a94f9e7f29d8d418,2018-05-04 11:52:09,105.0,9.09
b0f09542f907cada33dd7ff85f029a71,1,f8b624d4e475bb8d1bddf1b65c6a64f6,b410bdd36d5db7a65dcd42b7ead933b8,2018-05-14 23:51:17,179.0,16.55
be75420cd32a5c26b69ec360e62b65f1,1,dd841bf589f05e0948ddb0c8d2c749ab,77530e9772f57a62c906e1c21538ab82,2018-01-11 14:12:28,119.0,18.08
2ccfb56c4a7060de9778668844658588,1,5e5d267a41f3d8bb608c2f0bd4b4972f,fa1c13f2614d7b5c4749cbc52fecda94,2018-03-15 16:55:35,258.9,19.69
a23d7ad984b39e2cebe34619c1774cd0,1,dc2410804cf782c5d87dbcd201b74e9b,897060da8b9a21f655304d50fd935913,2017-04-25 17:02:25,196.0,11.98
749b689efad761f8c94941fa3adfb702,1,09c3d39641970009c198caed304ccfc4,5a8e7d5003a1f221f9e1d6e411de7c23,2017-03-02 12:32:16,39.9,10.96
67ce27ca25eb14dc27770b988fe47ebd,1,4deb009c36a910076a023947a7929201,17e34d8224d27a541263c4c64b11a56b,2018-05-04 18:54:22,51.0,12.8
330e2bf62773e756f26a7b39ca758c08,2,252dc23ff7e1241d046a1c2c5041ffb5,8160255418d5aaa7dbdc9f4c64ebda44,2018-07-11 12:15:17,74.9,14.05
9a1d40af77296d2106a872c60ec7d3b4,1,ba091f760e02c4b603a0a6a52c2d31d8,712e6ed8aa4aa1fa65dab41fed5737e4,2017-10-31 09:49:38,129.0,50.77
e811c789fcb20fe547fb9d955777ce2c,2,44493ebe02de3fd58d529f40fd2944d1,f8db351d8c4c4c22c6835c19a46f01b0,2018-08-07 18:15:16,29.9,8.96
8ac8caf128f503ff9cf86d1838fcd2ec,1,431d674f9a4fbd0957ecf6ba3fcb6899,53243585a1d6dc2643021fd1853d8905,2017-12-06 15:37:30,235.9,18.93
d75c3e13ca11e2e4e4a534f5533adba8,1,a62e25e09e05e6faf31d90c6ec1aa3d1,634964b17796e64304cadf1ad3050fb7,2018-02-07 14:15:13,108.0,15.52
7bf51ca28b0a2718c909eb8296bc98d1,1,36bd3e4daa4604d112f17dccd24ee59e,562fc2f2c2863ab7e79a9e4388a58a14,2018-05-29 16:21:58,39.99,15.23
cc672aa344b9001f8d51d35f750d107f,1,625522e2041f5759bc483af612e22718,951e8cef368f09bb3f3d03c00ca4702c,2018-04-27 00:31:07,58.99,17.32
c79900d1005d1a8fdaa9f25cd94e5110,1,097ce3b5d4710b24d4a113b394ef2566,e9bc59e7b60fc3063eb2290deda4cced,2018-03-01 14:31:06,85.9,15.35
646a1b93987d2552d842a2f34db266fd,1,aa1ae6a4dce8c9a91c5c562d4b84ab3f,bccf933e006e9b94a6184af782963e77,2017-12-08 17:14:35,49.39,16.11
8b06c6beb946868da80b3d6c18d20917,1,c63ea4621680c1b0fca8864c0564bd78,de722cd6dad950a92b7d4f82673f8833,2018-05-17 18:49:55,179.9,39.87
2a8ceac6f57f939a8dbd1b8d2fac1b19,1,4ae634441e444ca4bc85903cafe98d73,92eb0f42c21942b6552362b9b114707d,2017-06-13 22:10:15,11.99,14.1
96b0216db4b7f5a35e9b0c7639de9f54,1,be642ced82a99a398aa76d720cf47d19,7b07b3c7487f0ea825fc6df75abd658b,2018-03-15 13:47:59,60.72,12.87
fd22e91229997472d843aed4e2be8965,1,0a5a41c678bcf81e041826bb24eb0b01,4b9750c8ad28220fe6702d4ecb7c898f,2018-08-13 19:25:16,48.9,9.09
b0824d7e22fb8f487be1f22753268ce2,1,f40876e0ef3cd5f9132b1f16b04b1346,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-25 05:09:51,109.9,18.34
5f1b8bb7f55f4d47d219bdb855d5a142,1,15b11b38d792e5d8189446d9131d0fb4,93b9a99027bd8bd6af682aff18dd19bf,2018-05-15 00:55:25,120.0,23.38
c8c0c4a2ad083088d8b31da1efdf197f,1,8273821fd2a32fbbc77ad8b743b2a1b9,fffd5413c0700ac820c7069d66d98c89,2018-05-14 22:30:48,89.0,18.7
c344a383c1899d935f9b0123c7983658,1,76ac1907588ea63f562f0851bd5a4289,d1b65fc7debc3361ea86b5f14c68d2e2,2017-05-02 21:45:10,279.9,26.16
3040894afb173b3e85c8f03508f46a51,1,dbb67791e405873b259e4656bf971246,00fc707aaaad2d31347cf883cd2dfe10,2018-02-28 07:07:37,79.0,15.3
7a944e7886782c8767505df5fcdc0604,1,ae16b1d896c15ed60614a0d88c4abf03,70c27847eca8195c983ed7e798c56743,2018-08-03 09:04:44,107.99,15.86
27de05cb2f75e456b01b2bab56fd8844,1,f6085e99db2df10f9829b6193314615e,d650b663c3b5f6fb392b6326366efa9a,2018-03-01 19:27:19,179.0,26.53
d3cd9432f1869452249ac839d04a7964,1,f3088483fe1dfd4715e320d1b8324b88,7c5b05cbdb5542049f38d90d7815b97d,2018-05-11 17:56:57,21.99,18.23
79d6b9fa1473b8296aa43123282588f4,1,b584de1994f604fa7dfd0b6b9c6c1b99,a17f621c590ea0fab3d5d883e1630ec6,2017-06-26 20:10:08,55.13,27.54
4f3f48cbedce0c316c688af6fc7e9c56,2,3eef0cb94ba82de806bb30ab743c7655,7c67e1448b00f6e969d365cea6b010ab,2018-02-13 04:30:43,79.99,22.88
8a02059055e25bfefbd27fa0d9d1a5dc,2,8b27cbcf8e5472830ab6ec2bd7a6b867,33a17d60c64393351ebf1ef860f4e0f2,2018-06-13 23:15:13,159.0,20.17
f524c4df3ee7f0438b6c7d5af91d4aef,1,a5341e3f8155dbb3e62323d3ea289729,ff063b022a9a0aab91bad2c9088760b7,2018-07-24 04:43:18,96.0,26.97
1dfe970583e8a1a09241aa32a815a5b4,1,9391a573abe00141c56e38d84d7d5b3b,4a3ca9315b744ce9f8e9374361493884,2018-07-20 17:35:14,230.0,48.66
f4b75a851727133860699dd7a8acda5f,1,201842e46ecc7b96047e78835d973548,e8b3a3a38279a82f0e5d006d5e5b7d2c,2017-12-11 10:18:39,104.9,42.76
9f75129c51ff03123ac09719ab6fd2a7,1,54a3b009ede4097eff76990e0fa8553c,c3867b4666c7d76867627c2f7fb22e21,2017-12-14 21:12:40,159.9,18.37
8dd554aaa8e7d61ddde56ba4189c780f,5,f7c3fc384cd3ac71650982c2c6fcbe77,1835b56ce799e6a4dc4eddc053f04066,2018-02-05 10:14:48,41.99,0.32
d7b464f6f1a31734fefea7eb6e9a9908,1,87283a98b24f9f1ac3a31b631073cf47,cab85505710c7cb9b720bceb52b01cee,2018-07-25 10:23:40,49.9,7.61
694bcde1f9a49ffeba5da89982f7b9ae,1,629e019a6f298a83aeecc7877964f935,c003204e1ab016dfa150abc119207b24,2018-08-22 12:10:37,107.9,23.56
a1d20692c61cea8c06d55f0365307f60,1,57fcacc3434a1f2f2b039c1b4e61f5e1,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-05-24 13:35:17,18.9,7.78
45ab65433b358cdb30d0f2af36c96e7c,1,e81c3966e44d9ffb21a94481be3613d0,3340ef1913fb70d28420f6ceb685c339,2017-05-22 13:10:22,199.9,18.65
5b800317354eb792a46abe15d89f7e80,1,ee0c1cf2fbeae95205b4aa506f1469f0,cc419e0650a3c5ba77189a1882b7556a,2017-12-22 19:58:33,53.99,14.13
976d9425872f2283bdadfb50fd7e4188,1,01078a94cb29913dfda1a962fd4e3400,fe49ee029e61e789a1f3a5525f57ba8d,2017-12-29 17:29:13,69.9,15.24
d4c58595bdf85c5e0faf0800e4ef4b94,1,92d5ae8e42c4599266f210bf0469ae9b,b33e7c55446eabf8fe1a42d037ac7d6d,2017-12-11 11:30:51,229.89,13.11
a89197bd4c78a468357435c73ea03bdd,1,87a71ae93900ab55fcf685c8040769b3,8b321bb669392f5163d04c59e235e066,2018-01-11 16:29:36,12.9,11.85
c80cc9af6bd1c32747e2f79bc4ad031e,1,cea898bfbca0b5b0e7b36cecd350709e,ffcfefa19b08742c5d315f2791395ee5,2018-06-28 17:55:45,69.9,9.62
242145b8067ab8aaa40c2da8d98b929d,1,e85d91619b497e98754390b6198a9818,4b9750c8ad28220fe6702d4ecb7c898f,2018-08-01 16:55:31,134.9,20.13
37ece4cacf7a0d0290a4fdd05923a7d7,2,e6b6e13cf71449a457269f425b89dc74,b2ba3715d723d245138f291a6fe42594,2017-04-28 18:15:05,89.9,11.24
2e9218017514abac32bb20f975e15ecd,1,f7e0fa615b386bc9a8b9eb52bc1fff76,87142160b41353c4e5fca2360caf6f92,2017-05-30 21:25:08,89.9,17.91
996763a377a7e96ea28f02058d1e1883,2,90aaf7f993470e411207adabf5b998b6,1fe5540d7c1c37a595fefbacd5570d9e,2018-08-16 20:44:33,199.0,19.49
7de1ba35d9d0422c7129096639f316c9,1,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2018-05-22 19:56:57,69.9,0.0
66abfb1d97049527979ada02f3ade6ac,1,40bc967f033c88458d226825e3293ed9,e5a3438891c0bfdb9394643f95273d8e,2017-07-19 18:05:17,29.9,16.79
d51f97f3f8d01fd8500e1a113a7f13b6,1,2e0a8fea09b84a86e1fef3fcdf244668,46dc3b2cc0980fb8ec44634e21d2718e,2017-11-22 14:35:26,89.99,58.9
36e16c2da456685fc88c12da6244c9af,1,defb79b2269c0fa7bad01b2635aff113,b499c00f28f4b7069ff6550af8c1348a,2017-12-19 02:50:19,34.99,11.85
1e0efbb6f899f5f08e26951b1e170387,3,dbb4ce89c8ed5fb6fd901e2e51093179,91f848e9f4be368f4318775aac733370,2017-03-21 17:30:14,84.99,27.06
9cea6943c0d2ab67dc7bde8ab9b03f32,1,7650dd3b2dc10798a8cbccc78d9e6e3b,9e6229250fedbe05838fef417b74e7fb,2018-08-30 09:24:26,149.9,27.35
6266738a4093bcd12c6933661ba529c6,1,e53e557d5a159f5aa2c5e995dfdf244b,0b90b6df587eb83608a64ea8b390cf07,2018-01-26 03:50:23,99.56,15.45
bee5bc36d798e3675faa04ac679620dc,1,dc881ef926ca402063ea142afc83874c,7aa4334be125fcdd2ba64b3180029f14,2017-08-27 22:55:16,89.99,17.88
cdc90cad1e7f9d43bfeef525c745ef33,1,9cfc534e612cd634ccf02aeb68583094,17e34d8224d27a541263c4c64b11a56b,2017-11-30 12:54:50,104.36,13.75
cc999e83cbddd8f4961651258b551003,1,94ad63831117fac82c6054d2056ed118,54a1852d1b8f10312c55e906355666ee,2018-03-01 12:31:07,59.99,12.76
63bde94a8549279fd4c13235516932f9,1,4cd6ba4ea3112de8fc238307c4dc6307,259f7b5e6e482c230e5bfaa670b6bb8f,2017-07-11 03:05:20,39.9,11.73
d11d6ab0c7df16a66c726f6f83ef51d1,1,c18ac1d6cc053c0ec7296b994ae6ffeb,86ccac0b835037332a596a33b6949ee1,2017-09-10 22:24:19,29.99,17.92
50d00c9680bdca4f471658f02ca144c3,2,dc2410804cf782c5d87dbcd201b74e9b,897060da8b9a21f655304d50fd935913,2017-08-10 20:30:13,150.0,13.39
922d138450226b11bca8925c60766321,1,27cef810f33a53a546e924bd77b07cb3,bfd27a966d91cfaafdb25d076585f0da,2017-07-16 23:35:21,169.0,16.94
862367d9dd9e80263c5b728d8c81b2a6,3,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2018-02-15 12:28:08,49.9,13.37
